,A�o,Equipo,Nombre ,Nacionalidad,Edad,Posicion 
49,2011,Barcelona,Martín Montoya,España,20,Lateral derecho
50,2011,Barcelona,Sergio Busquets,España,22,Mediocampista defensivo
51,2011,Barcelona,Javier Mascherano,Argentina,27,Mediocampista defensivo
52,2011,Barcelona,Jonathan dos Santos,México,22,Mediocampista defensivo
53,2011,Barcelona,Andrés Iniesta,España,27,Mediocampista
54,2011,Barcelona,Xavi,España,31,Mediocampista
55,2011,Barcelona,Seydou Keita,Senegal,31,Mediocampista
56,2011,Barcelona,Thiago Alcántara,España,20,Mediocampista
57,2011,Barcelona,Sergi Roberto,España,19,Mediocampista
58,2011,Barcelona,Ibrahim Afellay,Paises Bajos,25,Mediocampista ofensivo
59,2011,Barcelona,Víctor Vázquez,España,24,Mediocampista ofensivo
60,2011,Barcelona,Nolito,España,24,Extremo izquierdo
61,2011,Barcelona,Lionel Messi,Argentina,24,Extremo derecho
62,2011,Barcelona,Pedro,España,23,Extremo derecho
63,2011,Barcelona,Jeffrén,Venezuela,23,Extremo derecho
64,2011,Barcelona,Bojan Krkic,España,20,Mediocampista ofensivo
65,2011,Barcelona,David Villa,España,29,Delantero centro
66,2011,Barcelona,Oriol Romeu,España,19,Mediocampista defensivo
67,2011,Manchester United,Anders Lindegaard,Dinamarca,27,Portero
68,2011,Manchester United,Tomasz Kuszczak,Polonia,29,Portero
69,2011,Manchester United,Edwin van der Sar,Paises Bajos,40,Portero
70,2011,Manchester United,Ben Amos,Inglaterra,21,Portero
71,2011,Manchester United,Nemanja Vidic,Serbia,29,Defensa central 
72,2011,Manchester United,Rio Ferdinand,Inglaterra,32,Defensa central 
73,2011,Manchester United,Jonny Evans,Irlanda del norte,23,Defensa central 
74,2011,Manchester United,John O'Shea,Irlanda,30,Defensa central 
75,2011,Manchester United,Wes Brown,Inglaterra,31,Defensa central 
76,2011,Manchester United,Chris Smalling,Inglaterra,21,Defensa central 
77,2011,Manchester United,Oliver Gill,Inglaterra,20,Defensa central 
78,2011,Manchester United,Patrice Evra,Francia,30,Lateral izquierdo
79,2011,Manchester United,Antonio Valencia,Ecuador,25,Lateral derecho
80,2011,Manchester United,Rafael,Brasil,20,Lateral derecho
81,2011,Manchester United,Fábio,Brasil,20,Lateral derecho
82,2012,Manchester United,Ritchie De Laet,Belgica,22,Lateral derecho
83,2011,Manchester United,Gary Neville,Inglaterra,36,Lateral derecho
84,2011,Manchester United,Michael Carrick,Inglaterra,29,Mediocampista defensivo
85,2011,Manchester United,Owen Hargreaves,Inglaterra,30,Mediocampista defensivo
86,2011,Manchester United,Darren Fletcher,Escocia,27,Mediocampista
87,2011,Manchester United,Anderson,Brasil,23,Mediocampista
88,2011,Manchester United,Paul Scholes,Inglaterra,36,Mediocampista
89,2011,Manchester United,Darron Gibson,Irlanda,23,Mediocampista
90,2011,Manchester United,Tom Cleverley,Inglaterra,21,Mediocampista
91,2011,Manchester United,Corry Evans,Irlanda del norte,20,Mediocampista
92,2011,Manchester United,Paul Pogba,Francia,18,Mediocampista
93,2011,Manchester United,Ryan Tunnicliffe,Inglaterra,18,Mediocampista
94,2011,Manchester United,Ryan Giggs,Gales,37,Extremo izquierdo
95,2011,Manchester United,Robbie Brady,Irlanda,19,Extremo izquierdo
96,2011,Manchester United,Ji-sung Park,Corea del sur,30,Mediocampista ofensivo
97,2011,Manchester United,Magnus Wolff Eikrem,Noruega,20,Mediocampista ofensivo
98,2011,Manchester United,Nani,Portugal,24,Extremo izquierdo
99,2011,Manchester United,Bebé,Portugal,20,Extremo izquierdo
100,2011,Manchester United,Joshua King,Noruega,19,Extremo izquierdo
101,2011,Manchester United,Gabriel Obertan,Francia,22,Extremo derecho
102,2011,Manchester United,Wayne Rooney,Inglaterra,25,Delantero centro
103,2011,Manchester United,Dimitar Berbatov,Bulgaria,30,Delantero centro
104,2011,Manchester United,Javier Hernández,México,23,Delantero centro
105,2011,Manchester United,Michael Owen,Inglaterra,31,Delantero centro
106,2011,Manchester United,Danny Welbeck,Inglaterra,20,Delantero centro
107,2011,Manchester United,Mame Diouf,Senegal,23,Delantero centro
108,2011,Manchester United,Federico Macheda,Italia,19,Delantero centro
109,2012,Chelsea,Petr Cech,Republica checa,29,Portero
110,2012,Chelsea,Ross Turnbull,Inglaterra,26,Portero
111,2012,Chelsea,Hilario,Portugal,35,Portero
112,2012,Chelsea,John Terry,Inglaterra,30,Defensa central 
113,2012,Chelsea,David Luiz,Brasil,24,Defensa central 
114,2012,Chelsea,Alex,Brasil,29,Defensa central 
115,2012,Chelsea,Michael Mancienne,Inglaterra,23,Defensa central 
116,2012,Chelsea,Jeffrey Bruma,Paises Bajos,19,Defensa central 
117,2012,Chelsea,Ashley Cole,Inglaterra,30,Lateral izquierdo
118,2012,Chelsea,Ryan Bertrand,Inglaterra,21,Lateral izquierdo
119,2012,Chelsea,Patrick van Aanholt,Paises Bajos,21,Lateral izquierdo
120,2012,Chelsea,Ivanovic,Serbia,27,Lateral derecho
121,2012,Chelsea,Bosingwa,Portugal,28,Lateral derecho
122,2012,Chelsea,Paulo Ferreira,Portugal,32,Lateral derecho
123,2012,Chelsea,Michael Essien,Ghana,28,Mediocampista defensivo
124,2012,Chelsea,John Obi Mikel,Nigeria,24,Mediocampista defensivo
125,2012,Chelsea,Nathaniel Chalobah,Inglaterra,16,Mediocampista defensivo
126,2012,Chelsea,Frank Lampard,Inglaterra,33,Mediocampista
127,2012,Chelsea,Ramires,Brasil,24,Mediocampista
128,2012,Chelsea,Josh McEachran,Inglaterra,18,Mediocampista
129,2012,Chelsea,Jacob Mellis,Inglaterra,20,Mediocampista
130,2012,Chelsea,Jacopo Sala,Italia,19,Mediocampista
131,2012,Chelsea,Billy Clifford,Inglaterra,18,Mediocampista
132,2012,Chelsea,Yuriy Zhirkov,Rusia,27,Extremo izquierdo
133,2012,Chelsea,Gaël Kakuta ,Republica del congo,20,Mediocampista ofensivo
134,2012,Chelsea,Florent Malouda,Francia,31,Extremo izquierdo
135,2012,Chelsea,Salomon Kalou,Irlanda,25,Extremo izquierdo
136,2012,Chelsea,Fabio Borini,Italia,20,Extremo izquierdo
