,Año,Equipo,Nombre,Nacionalidad,Edad,Posicion,season,winner-country,winner,score,runner-up,runner-up-country,stadium,final-city,final-country,attendance,winning-way,year,winner_score,runner_up_score
131,2012,Bayern Munich,Nils Petersen,Alemania,23,Delantero centro,2011–12,Inglaterra,Chelsea,1–1,Bayern Munich,Alemania,Allianz Arena,Munich,Alemania,62500,penalty,2012,1,1
132,2012,Bayern Munich,Takashi Usami,JapÃ³n,20,Delantero centro,2011–12,Inglaterra,Chelsea,1–1,Bayern Munich,Alemania,Allianz Arena,Munich,Alemania,62500,penalty,2012,1,1
133,2012,Chelsea,Petr Cech,Republica checa,29,Portero,2011–12,Inglaterra,Chelsea,1–1,Bayern Munich,Alemania,Allianz Arena,Munich,Alemania,62500,penalty,2012,1,1
134,2012,Chelsea,Ross Turnbull,Inglaterra,26,Portero,2011–12,Inglaterra,Chelsea,1–1,Bayern Munich,Alemania,Allianz Arena,Munich,Alemania,62500,penalty,2012,1,1
135,2012,Chelsea,Hilario,Portugal,35,Portero,2011–12,Inglaterra,Chelsea,1–1,Bayern Munich,Alemania,Allianz Arena,Munich,Alemania,62500,penalty,2012,1,1
136,2012,Chelsea,John Terry,Inglaterra,30,Defensa central ,2011–12,Inglaterra,Chelsea,1–1,Bayern Munich,Alemania,Allianz Arena,Munich,Alemania,62500,penalty,2012,1,1
137,2012,Chelsea,David Luiz,Brasil,24,Defensa central ,2011–12,Inglaterra,Chelsea,1–1,Bayern Munich,Alemania,Allianz Arena,Munich,Alemania,62500,penalty,2012,1,1
138,2012,Chelsea,Alex,Brasil,29,Defensa central ,2011–12,Inglaterra,Chelsea,1–1,Bayern Munich,Alemania,Allianz Arena,Munich,Alemania,62500,penalty,2012,1,1
139,2012,Chelsea,Michael Mancienne,Inglaterra,23,Defensa central ,2011–12,Inglaterra,Chelsea,1–1,Bayern Munich,Alemania,Allianz Arena,Munich,Alemania,62500,penalty,2012,1,1
140,2012,Chelsea,Jeffrey Bruma,Paises Bajos,19,Defensa central ,2011–12,Inglaterra,Chelsea,1–1,Bayern Munich,Alemania,Allianz Arena,Munich,Alemania,62500,penalty,2012,1,1
141,2012,Chelsea,Ashley Cole,Inglaterra,30,Lateral izquierdo,2011–12,Inglaterra,Chelsea,1–1,Bayern Munich,Alemania,Allianz Arena,Munich,Alemania,62500,penalty,2012,1,1
142,2012,Chelsea,Ryan Bertrand,Inglaterra,21,Lateral izquierdo,2011–12,Inglaterra,Chelsea,1–1,Bayern Munich,Alemania,Allianz Arena,Munich,Alemania,62500,penalty,2012,1,1
143,2012,Chelsea,Patrick van Aanholt,Paises Bajos,21,Lateral izquierdo,2011–12,Inglaterra,Chelsea,1–1,Bayern Munich,Alemania,Allianz Arena,Munich,Alemania,62500,penalty,2012,1,1
144,2012,Chelsea,Ivanovic,Serbia,27,Lateral derecho,2011–12,Inglaterra,Chelsea,1–1,Bayern Munich,Alemania,Allianz Arena,Munich,Alemania,62500,penalty,2012,1,1
145,2012,Chelsea,Bosingwa,Portugal,28,Lateral derecho,2011–12,Inglaterra,Chelsea,1–1,Bayern Munich,Alemania,Allianz Arena,Munich,Alemania,62500,penalty,2012,1,1
146,2012,Chelsea,Paulo Ferreira,Portugal,32,Lateral derecho,2011–12,Inglaterra,Chelsea,1–1,Bayern Munich,Alemania,Allianz Arena,Munich,Alemania,62500,penalty,2012,1,1
147,2012,Chelsea,Michael Essien,Ghana,28,Mediocampista defensivo,2011–12,Inglaterra,Chelsea,1–1,Bayern Munich,Alemania,Allianz Arena,Munich,Alemania,62500,penalty,2012,1,1
148,2012,Chelsea,John Obi Mikel,Nigeria,24,Mediocampista defensivo,2011–12,Inglaterra,Chelsea,1–1,Bayern Munich,Alemania,Allianz Arena,Munich,Alemania,62500,penalty,2012,1,1
149,2012,Chelsea,Nathaniel Chalobah,Inglaterra,16,Mediocampista defensivo,2011–12,Inglaterra,Chelsea,1–1,Bayern Munich,Alemania,Allianz Arena,Munich,Alemania,62500,penalty,2012,1,1
150,2012,Chelsea,Frank Lampard,Inglaterra,33,Mediocampista,2011–12,Inglaterra,Chelsea,1–1,Bayern Munich,Alemania,Allianz Arena,Munich,Alemania,62500,penalty,2012,1,1
151,2012,Chelsea,Ramires,Brasil,24,Mediocampista,2011–12,Inglaterra,Chelsea,1–1,Bayern Munich,Alemania,Allianz Arena,Munich,Alemania,62500,penalty,2012,1,1
152,2012,Chelsea,Josh McEachran,Inglaterra,18,Mediocampista,2011–12,Inglaterra,Chelsea,1–1,Bayern Munich,Alemania,Allianz Arena,Munich,Alemania,62500,penalty,2012,1,1
153,2012,Chelsea,Jacob Mellis,Inglaterra,20,Mediocampista,2011–12,Inglaterra,Chelsea,1–1,Bayern Munich,Alemania,Allianz Arena,Munich,Alemania,62500,penalty,2012,1,1
154,2012,Chelsea,Jacopo Sala,Italia,19,Mediocampista,2011–12,Inglaterra,Chelsea,1–1,Bayern Munich,Alemania,Allianz Arena,Munich,Alemania,62500,penalty,2012,1,1
155,2012,Chelsea,Billy Clifford,Inglaterra,18,Mediocampista,2011–12,Inglaterra,Chelsea,1–1,Bayern Munich,Alemania,Allianz Arena,Munich,Alemania,62500,penalty,2012,1,1
156,2012,Chelsea,Yuriy Zhirkov,Rusia,27,Extremo izquierdo,2011–12,Inglaterra,Chelsea,1–1,Bayern Munich,Alemania,Allianz Arena,Munich,Alemania,62500,penalty,2012,1,1
157,2012,Chelsea,GaÃ«l Kakuta ,Republica del congo,20,Mediocampista ofensivo,2011–12,Inglaterra,Chelsea,1–1,Bayern Munich,Alemania,Allianz Arena,Munich,Alemania,62500,penalty,2012,1,1
158,2012,Chelsea,Florent Malouda,Francia,31,Extremo izquierdo,2011–12,Inglaterra,Chelsea,1–1,Bayern Munich,Alemania,Allianz Arena,Munich,Alemania,62500,penalty,2012,1,1
159,2012,Chelsea,Salomon Kalou,Irlanda,25,Extremo izquierdo,2011–12,Inglaterra,Chelsea,1–1,Bayern Munich,Alemania,Allianz Arena,Munich,Alemania,62500,penalty,2012,1,1
160,2012,Chelsea,Fabio Borini,Italia,20,Extremo izquierdo,2011–12,Inglaterra,Chelsea,1–1,Bayern Munich,Alemania,Allianz Arena,Munich,Alemania,62500,penalty,2012,1,1
161,2012,Chelsea,Yossi Benayoun,Israel,31,Extremo derecho,2011–12,Inglaterra,Chelsea,1–1,Bayern Munich,Alemania,Allianz Arena,Munich,Alemania,62500,penalty,2012,1,1
162,2012,Chelsea,Fernando Torres,EspaÃ±a,27,Delantero centro,2011–12,Inglaterra,Chelsea,1–1,Bayern Munich,Alemania,Allianz Arena,Munich,Alemania,62500,penalty,2012,1,1
163,2012,Chelsea,Didier Drogba,Costa de marfil,33,Delantero centro,2011–12,Inglaterra,Chelsea,1–1,Bayern Munich,Alemania,Allianz Arena,Munich,Alemania,62500,penalty,2012,1,1
164,2012,Chelsea,Nicolas Anelka,Francia,32,Delantero centro,2011–12,Inglaterra,Chelsea,1–1,Bayern Munich,Alemania,Allianz Arena,Munich,Alemania,62500,penalty,2012,1,1
165,2012,Chelsea,Daniel Sturridge,Inglaterra,21,Delantero centro,2011–12,Inglaterra,Chelsea,1–1,Bayern Munich,Alemania,Allianz Arena,Munich,Alemania,62500,penalty,2012,1,1
166,2013,Bayern Munich,Manuel Neuer,Alemania,27,Portero,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
167,2013,Bayern Munich,Tom Starke,Alemania,32,Portero,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
168,2013,Bayern Munich,Lukas Raeder,Alemania,19,Portero,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
169,2013,Bayern Munich,Maximiliam RiedmÃ¼ller,Alemania,25,Portero,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
170,2013,Bayern Munich,David Alaba,Austria,21,Defensa central ,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
171,2013,Bayern Munich,JÃ©rÃ´me Boateng,Alemania,24,Defensa central ,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
172,2013,Bayern Munich,Dante,Brasil,29,Defensa central ,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
173,2013,Bayern Munich,Holger Badstuber,Alemania,24,Defensa central ,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
174,2013,Bayern Munich,Daniel Van Buyten,Belgica,35,Defensa central ,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
175,2013,Bayern Munich,Diego Contento,Alemania,23,Lateral izquierdo,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
176,2013,Bayern Munich,Philipp Lahm,Alemania,29,Lateral derecho,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
177,2013,Bayern Munich,Rafinha,Brasil,27,Lateral derecho,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
178,2013,Bayern Munich,Mitchell Weiser,Alemania,19,Lateral derecho,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
179,2013,Bayern Munich,Vladimir Rankovic,Alemania,20,Lateral derecho,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
180,2013,Bayern Munich,Javi MartÃ­nez,EspaÃ±a,24,Mediocampista defensivo,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
181,2013,Bayern Munich,Luiz Gustavo,Brasil,25,Mediocampista defensivo,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
182,2013,Bayern Munich,Anatoliy Tymoshchuk,Ucrania,34,Mediocampista defensivo,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
183,2013,Bayern Munich,Emre Can,Alemania,19,Mediocampista defensivo,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
184,2013,Bayern Munich,Pierre-Emile HÃ¸jbjerg,Dinamarca,17,Mediocampista defensivo,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
185,2013,Bayern Munich,Bastian Schweinsteiger,Alemania,28,Mediocampista,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
186,2013,Bayern Munich,Toni Kroos,Alemania,23,Mediocampista,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
187,2013,Bayern Munich,Xherdan Shaqiri,Suiza,21,Mediocampista ofensivo,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
188,2013,Bayern Munich,Patrick Weihrauch,Alemania,19,Mediocampista ofensivo,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
189,2013,Bayern Munich,Franck RibÃ©ry,Francia,30,Extremo izquierdo,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
190,2013,Bayern Munich,Arjen Robben,Paises Bajos,29,Extremo derecho,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
191,2013,Bayern Munich,Thomas MÃ¼ller,Alemania,23,Mediocampista ofensivo,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
192,2013,Bayern Munich,Mario GÃ³mez,Alemania,27,Delantero centro,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
193,2013,Bayern Munich,Mario MandÂuki?,Croacia,27,Delantero centro,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
194,2013,Bayern Munich,Claudio Pizarro,PerÃº,34,Delantero centro,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
195,2013,Borussia Dortmund,Roman Weindenfeller,Alemania,32,Portero,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
196,2013,Borussia Dortmund,Mitchell Langerak,Australia,24,Portero,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
197,2013,Borussia Dortmund,Zlatan Alomerovic,Serbia,22,Portero,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
198,2013,Borussia Dortmund,Mats Hummels,Alemania,24,Defensa central ,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
199,2013,Borussia Dortmund,Neven Subotic,Serbia,24,Defensa central ,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
200,2013,Borussia Dortmund,Felipe Santana,Brasil,27,Defensa central ,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
201,2013,Borussia Dortmund,Koray GÃ¼nter,Alemania,18,Defensa central ,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
202,2013,Borussia Dortmund,Marcel Halstenberg,Alemania,21,Defensa central ,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
203,2013,Borussia Dortmund,Marc Hornschuh,Alemania,22,Defensa central ,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
204,2013,Borussia Dortmund,Marcel Schmelzer,Alemania,25,Lateral izquierdo,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
205,2013,Borussia Dortmund,Chris LÃ¶we,Alemania,24,Lateral izquierdo,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
206,2013,Borussia Dortmund,Lukasz Piszczek,Polonia,28,Lateral derecho,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
207,2013,Borussia Dortmund,Kevin GroÃkreutz,Alemania,24,Lateral derecho,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
208,2013,Borussia Dortmund,Patrick Owomoyela,Alemania,33,Lateral derecho,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
209,2013,Borussia Dortmund,Sven Bender,Alemania,24,Mediocampista defensivo,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
210,2013,Borussia Dortmund,Nuri ?ahin,TurquÃ­a,24,Mediocampista defensivo,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
211,2013,Borussia Dortmund,Sebastian Kehl,Alemania,33,Mediocampista defensivo,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
212,2013,Borussia Dortmund,Oliver Kirch,Alemania,30,Mediocampista defensivo,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
213,2013,Borussia Dortmund,Marvin Bakalorz,Alemania,23,Mediocampista defensivo,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
214,2013,Borussia Dortmund,Ilkay GÃ¼ndo?an,Alemania,22,Mediocentro,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
215,2013,Borussia Dortmund,Moritz Leitner,Alemania,20,Mediocentro,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
216,2013,Borussia Dortmund,Leonardo Bittencourt,Alemania,19,Mediocentro,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
217,2013,Borussia Dortmund,Mustafa Amini,Australia,20,Mediocentro,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
218,2013,Borussia Dortmund,Mario GÃ¶tze,Alemania,21,Mediocampista ofensivo,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
219,2013,Borussia Dortmund,Marco Reus,Alemania,24,Mediocampista ofensivo,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
220,2013,Borussia Dortmund,Jonas Hofmann,Alemania,20,mediocampista ofensivo,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
221,2013,Borussia Dortmund,Ivan Perisic,Croacia,24,Extremo izquierdo,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
222,2013,Borussia Dortmund,Jakub Blaszczykowski,Polonia,27,Extremo izquierdo,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
223,2013,Borussia Dortmund,Robert Lewandowski,Polonia,24,Delantero centro,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
224,2013,Borussia Dortmund,Julian Schieber,Alemania,24,Delantero centro,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
225,2013,Borussia Dortmund,BÃ¡lint Bajner,HungrÃ­a,22,Delantero centro,2012–13,Alemania,Bayern Munich,2–1,Borussia Dortmund,Alemania,Wembley Stadium,Londres,Inglaterra,86298,normal time,2013,2,1
226,2014,Real Madrid,Iker Casillas,EspaÃ±a,33,Portero,2013–14,España,Real Madrid,4–1,Atlético Madrid,España,Estádio da Luz,Lisboa,Portugal,60976,extra time,2014,4,1
227,2014,Real Madrid,Diego Lopez,EspaÃ±a,32,Portero,2013–14,España,Real Madrid,4–1,Atlético Madrid,España,Estádio da Luz,Lisboa,Portugal,60976,extra time,2014,4,1
228,2014,Real Madrid,JesÃºs FernÃ¡ndez,EspaÃ±a,26,Portero,2013–14,España,Real Madrid,4–1,Atlético Madrid,España,Estádio da Luz,Lisboa,Portugal,60976,extra time,2014,4,1
229,2014,Real Madrid,Sergio Ramos,EspaÃ±a,28,Defensa central ,2013–14,España,Real Madrid,4–1,Atlético Madrid,España,Estádio da Luz,Lisboa,Portugal,60976,extra time,2014,4,1
230,2014,Real Madrid,RaphaÃ«l Varane ,Francia,21,Defensa central ,2013–14,España,Real Madrid,4–1,Atlético Madrid,España,Estádio da Luz,Lisboa,Portugal,60976,extra time,2014,4,1
231,2014,Real Madrid,Pepe,Portugal,31,Defensa central ,2013–14,España,Real Madrid,4–1,Atlético Madrid,España,Estádio da Luz,Lisboa,Portugal,60976,extra time,2014,4,1
232,2014,Real Madrid,Nacho FernÃ¡ndez,EspaÃ±a,24,Defensa central ,2013–14,España,Real Madrid,4–1,Atlético Madrid,España,Estádio da Luz,Lisboa,Portugal,60976,extra time,2014,4,1
233,2014,Real Madrid,Diego Llorente,EspaÃ±a,20,Defensa central ,2013–14,España,Real Madrid,4–1,Atlético Madrid,España,Estádio da Luz,Lisboa,Portugal,60976,extra time,2014,4,1
234,2014,Real Madrid,Marcelo,Brasil,26,Lateral izquierdo,2013–14,España,Real Madrid,4–1,Atlético Madrid,España,Estádio da Luz,Lisboa,Portugal,60976,extra time,2014,4,1
235,2014,Real Madrid,FÃ¡bio CoentrÃ£o,Portugal,26,Lateral izquierdo,2013–14,España,Real Madrid,4–1,Atlético Madrid,España,Estádio da Luz,Lisboa,Portugal,60976,extra time,2014,4,1
236,2014,Real Madrid,Daniel Carvajal,EspaÃ±a,22,Lateral derecho,2013–14,España,Real Madrid,4–1,Atlético Madrid,España,Estádio da Luz,Lisboa,Portugal,60976,extra time,2014,4,1
237,2014,Real Madrid,Ãlvaro Arbeloa,EspaÃ±a,31,Lateral derecho,2013–14,España,Real Madrid,4–1,Atlético Madrid,España,Estádio da Luz,Lisboa,Portugal,60976,extra time,2014,4,1
238,2014,Real Madrid,Lucas VÃ¡zquez,EspaÃ±a,22,Lateral derecho,2013–14,España,Real Madrid,4–1,Atlético Madrid,España,Estádio da Luz,Lisboa,Portugal,60976,extra time,2014,4,1
239,2014,Real Madrid,Asier Illaramendi,EspaÃ±a,24,Mediocampista defensivo,2013–14,España,Real Madrid,4–1,Atlético Madrid,España,Estádio da Luz,Lisboa,Portugal,60976,extra time,2014,4,1
240,2014,Real Madrid,Xabi Alonso,EspaÃ±a,32,Mediocampista defensivo,2013–14,España,Real Madrid,4–1,Atlético Madrid,España,Estádio da Luz,Lisboa,Portugal,60976,extra time,2014,4,1
241,2014,Real Madrid,Casemiro,Brasil,22,Mediocampista defensivo,2013–14,España,Real Madrid,4–1,Atlético Madrid,España,Estádio da Luz,Lisboa,Portugal,60976,extra time,2014,4,1
242,2014,Real Madrid,Omar Mascarell,Guinea ecuatorial,21,Mediocampista defensivo,2013–14,España,Real Madrid,4–1,Atlético Madrid,España,Estádio da Luz,Lisboa,Portugal,60976,extra time,2014,4,1
243,2014,Real Madrid,Luka Modric,Croacia,28,Mediocampista,2013–14,España,Real Madrid,4–1,Atlético Madrid,España,Estádio da Luz,Lisboa,Portugal,60976,extra time,2014,4,1
244,2014,Real Madrid,Sami Khedira,Alemania,27,Mediocampista,2013–14,España,Real Madrid,4–1,Atlético Madrid,España,Estádio da Luz,Lisboa,Portugal,60976,extra time,2014,4,1
245,2014,Real Madrid,JosÃ© RodrÃ­guez,EspaÃ±a,19,Mediocampista,2013–14,España,Real Madrid,4–1,Atlético Madrid,España,Estádio da Luz,Lisboa,Portugal,60976,extra time,2014,4,1
246,2014,Real Madrid,Isco,EspaÃ±a,22,Mediocampista ofensivo,2013–14,España,Real Madrid,4–1,Atlético Madrid,España,Estádio da Luz,Lisboa,Portugal,60976,extra time,2014,4,1
247,2014,Real Madrid,JesÃ© RodrÃ­guez,EspaÃ±a,21,Extremo izquierdo,2013–14,España,Real Madrid,4–1,Atlético Madrid,España,Estádio da Luz,Lisboa,Portugal,60976,extra time,2014,4,1
248,2014,Real Madrid,Burgui,EspaÃ±a,20,Extremo izquierdo,2013–14,España,Real Madrid,4–1,Atlético Madrid,España,Estádio da Luz,Lisboa,Portugal,60976,extra time,2014,4,1
249,2014,Real Madrid,Gareth Bale,Gales,24,Extremo derecho,2013–14,España,Real Madrid,4–1,Atlético Madrid,España,Estádio da Luz,Lisboa,Portugal,60976,extra time,2014,4,1
250,2014,Real Madrid,Ãngel Di MarÃ­a,Argentina,26,Extremo derecho,2013–14,España,Real Madrid,4–1,Atlético Madrid,España,Estádio da Luz,Lisboa,Portugal,60976,extra time,2014,4,1
251,2014,Real Madrid,Cristiano Ronaldo,Portugal,29,Extremo izquierdo,2013–14,España,Real Madrid,4–1,Atlético Madrid,España,Estádio da Luz,Lisboa,Portugal,60976,extra time,2014,4,1
252,2014,Real Madrid,Karim Benzema,Francia,26,Delantero centro,2013–14,España,Real Madrid,4–1,Atlético Madrid,España,Estádio da Luz,Lisboa,Portugal,60976,extra time,2014,4,1
253,2014,Real Madrid,Ãlvaro Morata,EspaÃ±a,21,Delantero centro,2013–14,España,Real Madrid,4–1,Atlético Madrid,España,Estádio da Luz,Lisboa,Portugal,60976,extra time,2014,4,1
254,2014,Real Madrid,Willian JosÃ©,Brasil,22,Delantero centro,2013–14,España,Real Madrid,4–1,Atlético Madrid,España,Estádio da Luz,Lisboa,Portugal,60976,extra time,2014,4,1
255,2014,Real Madrid,RaÃºl De TomÃ¡s,EspaÃ±a,19,Delantero centro,2013–14,España,Real Madrid,4–1,Atlético Madrid,España,Estádio da Luz,Lisboa,Portugal,60976,extra time,2014,4,1
256,2015,Barcelona,Marc-AndrÃ© Ter Stegen,Alemania,23,Portero,2014–15,España,Barcelona,3–1,Juventus,Italia,Olympiastadion,Berlina,Alemania,70442,normal time,2015,3,1
257,2015,Barcelona,Claudio Bravo,Chile,32,Portero,2014–15,España,Barcelona,3–1,Juventus,Italia,Olympiastadion,Berlina,Alemania,70442,normal time,2015,3,1
258,2015,Barcelona,Jordi Masip,EspaÃ±a,26,Portero,2014–15,España,Barcelona,3–1,Juventus,Italia,Olympiastadion,Berlina,Alemania,70442,normal time,2015,3,1
259,2015,Barcelona,Gerard PiquÃ©,EspaÃ±a,28,Defensa central ,2014–15,España,Barcelona,3–1,Juventus,Italia,Olympiastadion,Berlina,Alemania,70442,normal time,2015,3,1
260,2015,Barcelona,Marc Bartra,EspaÃ±a,24,Defensa central ,2014–15,España,Barcelona,3–1,Juventus,Italia,Olympiastadion,Berlina,Alemania,70442,normal time,2015,3,1
261,2015,Barcelona,Thomas Vermaelen,Belgica,29,Defensa central ,2014–15,España,Barcelona,3–1,Juventus,Italia,Olympiastadion,Berlina,Alemania,70442,normal time,2015,3,1
