Año,Equipo,Nombre ,Nacionalidad,Edad,Posicion 
2011,Manchester United,Tom Cleverley,Inglaterra,21,Mediocampista
2011,Manchester United,Corry Evans,Irlanda del norte,20,Mediocampista
2011,Manchester United,Paul Pogba,Francia,18,Mediocampista
2011,Manchester United,Ryan Tunnicliffe,Inglaterra,18,Mediocampista
2011,Manchester United,Ryan Giggs,Gales,37,Extremo izquierdo
2011,Manchester United,Robbie Brady,Irlanda,19,Extremo izquierdo
2011,Manchester United,Ji-sung Park,Corea del sur,30,Mediocampista ofensivo
2011,Manchester United,Magnus Wolff Eikrem,Noruega,20,Mediocampista ofensivo
2011,Manchester United,Nani,Portugal,24,Extremo izquierdo
2011,Manchester United,Bebé,Portugal,20,Extremo izquierdo
2011,Manchester United,Joshua King,Noruega,19,Extremo izquierdo
2011,Manchester United,Gabriel Obertan,Francia,22,Extremo derecho
2011,Manchester United,Wayne Rooney,Inglaterra,25,Delantero centro
2011,Manchester United,Dimitar Berbatov,Bulgaria,30,Delantero centro
2011,Manchester United,Javier Hernández,México,23,Delantero centro
2011,Manchester United,Michael Owen,Inglaterra,31,Delantero centro
2011,Manchester United,Danny Welbeck,Inglaterra,20,Delantero centro
2011,Manchester United,Mame Diouf,Senegal,23,Delantero centro
2011,Manchester United,Federico Macheda,Italia,19,Delantero centro
2012,Chelsea,Petr Cech,Republica Checa,29,Portero
2012,Chelsea,Ross Turnbull,Inglaterra,26,Portero
2012,Chelsea,Hilario,Portugal,35,Portero
2012,Chelsea,John Terry,Inglaterra,30,Defensa central 
2012,Chelsea,David Luiz,Brasil,24,Defensa central 
2012,Chelsea,Alex,Brasil,29,Defensa central 
2012,Chelsea,Michael Mancienne,Inglaterra,23,Defensa central 
2012,Chelsea,Jeffrey Bruma,Holanda,19,Defensa central 
2012,Chelsea,Ashley Cole,Inglaterra,30,Lateral izquierdo
2012,Chelsea,Ryan Bertrand,Inglaterra,21,Lateral izquierdo
2012,Chelsea,Patrick van Aanholt,Holanda,21,Lateral izquierdo
2012,Chelsea,Ivanovic,Serbia,27,Lateral derecho
2012,Chelsea,Bosingwa,Portugal,28,Lateral derecho
2012,Chelsea,Paulo Ferreira,Portugal,32,Lateral derecho
2012,Chelsea,Michael Essien,Ghana,28,Mediocampista defensivo
2012,Chelsea,John Obi Mikel,Nigeria,24,Mediocampista defensivo
2012,Chelsea,Nathaniel Chalobah,Inglaterra,16,Mediocampista defensivo
2012,Chelsea,Frank Lampard,Inglaterra,33,Mediocampista
2012,Chelsea,Ramires,Brasil,24,Mediocampista
2012,Chelsea,Josh McEachran,Inglaterra,18,Mediocampista
2012,Chelsea,Jacob Mellis,Inglaterra,20,Mediocampista
2012,Chelsea,Jacopo Sala,Italia,19,Mediocampista
2012,Chelsea,Billy Clifford,Inglaterra,18,Mediocampista
2012,Chelsea,Yuriy Zhirkov,Rusia,27,Extremo izquierdo
2012,Chelsea,Gaël Kakuta ,Republica del Congo,20,Mediocampista ofensivo
2012,Chelsea,Florent Malouda,Francia,31,Extremo izquierdo
2012,Chelsea,Salomon Kalou,Irlanda,25,Extremo izquierdo
2012,Chelsea,Fabio Borini,Italia,20,Extremo izquierdo
2012,Chelsea,Yossi Benayoun,Israel,31,Extremo derecho
2012,Chelsea,Fernando Torres,España,27,Delantero centro
2012,Chelsea,Didier Drogba,Costa de marfil,33,Delantero centro
2012,Chelsea,Nicolas Anelka,Francia,32,Delantero centro
2012,Chelsea,Daniel Sturridge,Inglaterra,21,Delantero centro
2012,Bayern Múnich,Manuel Neuer,Alemania,26,Portero
2012,Bayern Múnich,Hans-Jörg Butt,Alemania,38,Portero
2012,Bayern Múnich,Maximiliam Riedmüller,Alemania,24,Portero
2012,Bayern Múnich,Rouven Sattelmaier,Alemania,24,Portero
2012,Bayern Múnich,Holger Badstuber,Alemania,23,Defensa central 
2012,Bayern Múnich,David Alaba,Austria,20,Defensa central 
2012,Bayern Múnich,Jérôme Boateng,Alemania,23,Defensa central 
2012,Bayern Múnich,Daniel Van Buyten,Bulgaria,34,Defensa central 
2012,Bayern Múnich,Breno,Brasil,22,Defensa central 
2012,Bayern Múnich,Danijel Pranji,Croacia,30,Lateral izquierdo
2012,Bayern Múnich,Diego Contento,Alemania,22,Lateral izquierdo
2012,Bayern Múnich,Philipp Lahm,Alemania,28,Lateral derecho
2012,Bayern Múnich,Rafinha,Brasil,26,Lateral Derecho
2012,Bayern Múnich,Luis Gustavo,Brasil,24,Mediocampista defensivo
2012,Bayern Múnich,Anatoliy Tymoshchuk,Ucrania,33,Mediocampista defensivo
2012,Bayern Múnich,Emre Can,Alemania,18,Mediocampista defensivo
2012,Bayern Múnich,Bastian Schweinsteiger,Alemania,27,Mediocentro
2012,Bayern Múnich,Toni Kroos,Alemania,22,Mediocentro
2012,Bayern Múnich,Franck Ribéry,Francia,29,Extremo izquierdo
2012,Bayern Múnich,Arjen Robben,Holanda,28,Extremo derecho
2012,Bayern Múnich,Thomas Müller,Alemania,22,Mediocampista ofensivo
2012,Bayern Múnich,Mario Gómez,Alemania,26,Delantero centro
2012,Bayern Múnich,Ivica Oli,Croacia,32,Delantero centro
2012,Bayern Múnich,Nils Petersen,Alemania,23,Delantero centro
2012,Bayern Múnich,Takashi Usami,Japón,20,Delantero centro
2013,Borussia Dortmund,Roman Weindenfeller,Alemania,32,Portero
2013,Borussia Dortmund,Mitchell Langerak,australia,24,Portero
2013,Borussia Dortmund,Zlatan Alomerovic,Serbia,22,Portero
2013,Borussia Dortmund,Mats Hummels,Alemania,24,Defensa central 
2013,Borussia Dortmund,Neven Subotic,Serbia,24,Defensa central 
2013,Borussia Dortmund,Felipe Santana,Brasil,27,Defensa central 
2013,Borussia Dortmund,Koray Günter,Alemania,18,Defensa central 
2013,Borussia Dortmund,Marcel Halstenberg,Alemania,21,Defensa central 
2013,Borussia Dortmund,Marc Hornschuh,Alemania,22,Defensa central 
2013,Borussia Dortmund,Marcel Schmelzer,Alemania,25,Lateral izquierdo
2013,Borussia Dortmund,Chris Löwe,Alemania,24,Lateral izquierdo
2013,Borussia Dortmund,Lukasz Piszczek,Polonia,28,Lateral derecho
2013,Borussia Dortmund,Kevin Großkreutz,Alemania,24,Lateral derecho
2013,Borussia Dortmund,Patrick Owomoyela,Alemania,33,Lateral derecho
2013,Borussia Dortmund,Sven Bender,Alemania,24,Mediocampista defensivo
2013,Borussia Dortmund,Nuri ?ahin,Turquía,24,Mediocampista defensivo
2013,Borussia Dortmund,Sebastian Kehl,Alemania,33,Mediocampista defensivo
